"","Position","Frequency","Type"
"640",17.5,9.4193306,"Inr"
"641",18.5,10.3272181,"Inr"
"642",19.5,10.837904,"Inr"
"643",20.5,10.4596186,"Inr"
"644",21.5,10.2988462,"Inr"
"645",22.5,10.3461313,"Inr"
"646",23.5,10.8095322,"Inr"
"647",24.5,10.232646,"Inr"
"648",25.5,9.59901619,"Inr"
"649",26.5,8.70058632,"Inr"
"650",27.5,8.17098522,"Inr"
"651",28.5,8.06695652,"Inr"
"652",29.5,7.93455601,"Inr"
"653",30.5,7.99129963,"Inr"
"654",31.5,7.73595667,"Inr"
"655",32.5,8.56818676,"Inr"
"656",33.5,9.94893169,"Inr"
"657",34.5,10.5352755,"Inr"
"658",35.5,11.1972761,"Inr"
"659",36.5,10.6771326,"Inr"
"660",37.5,9.88273144,"Inr"
"661",38.5,8.41687202,"Inr"
"662",39.5,8.38850021,"Inr"
"663",40.5,8.95592976,"Inr"
"664",41.5,9.20181561,"Inr"
"665",42.5,9.35313034,"Inr"
"666",43.5,9.40041637,"Inr"
"667",44.5,10.0907888,"Inr"
"668",45.5,10.18536,"Inr"
"669",46.5,9.56118774,"Inr"
"670",47.5,9.10724449,"Inr"
"671",48.5,8.84244347,"Inr"
"672",49.5,8.60601425,"Inr"
"673",50.5,8.88027287,"Inr"
"674",51.5,9.68413067,"Inr"
"675",52.5,10.5920181,"Inr"
"676",53.5,11.1216183,"Inr"
"677",54.5,11.6985064,"Inr"
"678",55.5,11.5282764,"Inr"
"679",56.5,10.4028749,"Inr"
"680",57.5,9.4193306,"Inr"
"681",58.5,8.38850021,"Inr"
"682",59.5,8.12369919,"Inr"
"683",60.5,8.45470047,"Inr"
"684",61.5,9.27747345,"Inr"
"685",62.5,10.3934174,"Inr"
"686",63.5,11.3391342,"Inr"
"687",64.5,12.142992,"Inr"
"688",65.5,11.755249,"Inr"
"689",66.5,11.1310768,"Inr"
"690",67.5,9.85435963,"Inr"
"691",68.5,8.83298683,"Inr"
"692",69.5,8.71950054,"Inr"
"693",70.5,9.05050087,"Inr"
"694",71.5,9.33421612,"Inr"
"695",72.5,10.6109324,"Inr"
"696",73.5,11.6323051,"Inr"
"697",74.5,12.3699646,"Inr"
"698",75.5,12.1240778,"Inr"
"699",76.5,11.9916773,"Inr"
"700",77.5,11.7363338,"Inr"
"701",78.5,10.5636473,"Inr"
"702",79.5,10.0340452,"Inr"
"703",80.5,9.72195911,"Inr"
"704",81.5,9.84490299,"Inr"
"705",82.5,10.1948175,"Inr"
"706",83.5,10.9986763,"Inr"
"707",84.5,12.313221,"Inr"
"708",85.5,13.0981655,"Inr"
"709",86.5,13.3535089,"Inr"
"710",87.5,12.5874786,"Inr"
"711",88.5,11.3864202,"Inr"
"712",89.5,11.2067337,"Inr"
"713",90.5,10.2231894,"Inr"
"714",91.5,10.232646,"Inr"
"715",92.5,11.0270481,"Inr"
"716",93.5,12.0862494,"Inr"
"717",94.5,12.5496502,"Inr"
"718",95.5,12.1524487,"Inr"
"719",96.5,12.5023651,"Inr"
"720",97.5,12.5023651,"Inr"
"721",98.5,12.4456215,"Inr"
"722",99.5,12.1240778,"Inr"
"723",100.5,11.8592777,"Inr"
"724",101.5,11.3675051,"Inr"
"725",102.5,11.4147911,"Inr"
"726",103.5,11.537734,"Inr"
"727",104.5,11.1689043,"Inr"
"728",105.5,11.4431629,"Inr"
"729",106.5,12.313221,"Inr"
"730",107.5,12.8617363,"Inr"
"731",108.5,13.4575367,"Inr"
"732",109.5,12.9184799,"Inr"
"733",110.5,12.4077921,"Inr"
"734",111.5,11.8781919,"Inr"
"735",112.5,11.6512203,"Inr"
"736",113.5,12.1619072,"Inr"
"737",114.5,12.0578785,"Inr"
"738",115.5,11.8687344,"Inr"
"739",116.5,12.3226786,"Inr"
"740",117.5,12.8049936,"Inr"
"741",118.5,13.0792513,"Inr"
"742",119.5,12.6442223,"Inr"
"743",120.5,12.8049936,"Inr"
"744",121.5,12.5874786,"Inr"
"745",122.5,12.2943068,"Inr"
"746",123.5,12.313221,"Inr"
"747",124.5,12.1902781,"Inr"
"748",125.5,12.4739933,"Inr"
"749",126.5,12.4834499,"Inr"
"750",127.5,12.578021,"Inr"
"751",128.5,12.2943068,"Inr"
"752",129.5,12.2091923,"Inr"
"753",130.5,12.4172497,"Inr"
"754",131.5,12.3983355,"Inr"
"755",132.5,12.6063929,"Inr"
"756",133.5,12.6158504,"Inr"
"757",134.5,12.6347647,"Inr"
"758",135.5,12.6063929,"Inr"
"759",136.5,12.5969362,"Inr"
"760",137.5,12.9468498,"Inr"
"761",138.5,12.9846792,"Inr"
"762",139.5,13.0319653,"Inr"
"763",140.5,12.4834499,"Inr"
"764",141.5,12.0862494,"Inr"
"765",142.5,12.0295067,"Inr"
"766",143.5,11.8119917,"Inr"
"767",144.5,12.3415928,"Inr"
"768",145.5,12.8806505,"Inr"
"769",146.5,13.8263674,"Inr"
"770",147.5,14.2046528,"Inr"
"771",148.5,13.9209375,"Inr"
"772",149.5,13.3062229,"Inr"
"773",150.5,12.9090223,"Inr"
"774",151.5,12.6725931,"Inr"
"775",152.5,12.2186499,"Inr"
"776",153.5,12.2470207,"Inr"
"777",154.5,12.4929066,"Inr"
"778",155.5,13.013051,"Inr"
"779",156.5,14.0249672,"Inr"
"780",157.5,14.4505396,"Inr"
"781",158.5,14.441082,"Inr"
"782",159.5,13.8169098,"Inr"
"783",160.5,12.8239079,"Inr"
"784",161.5,12.4550781,"Inr"
"785",162.5,11.660677,"Inr"
"786",163.5,11.8781919,"Inr"
"787",164.5,12.5118208,"Inr"
"788",165.5,13.2211094,"Inr"
"789",166.5,13.9587669,"Inr"
"790",167.5,14.6302252,"Inr"
"791",168.5,14.3654242,"Inr"
"792",169.5,13.8736515,"Inr"
"793",170.5,13.1643658,"Inr"
"794",171.5,12.313221,"Inr"
"795",172.5,11.8403625,"Inr"
"796",173.5,11.8971062,"Inr"
"797",174.5,12.3226786,"Inr"
"798",175.5,12.6347647,"Inr"
"799",176.5,13.0225077,"Inr"
"800",177.5,13.7507095,"Inr"
"801",178.5,13.9871387,"Inr"
"802",179.5,13.3062229,"Inr"
"803",180.5,12.7577085,"Inr"
"804",181.5,12.5496502,"Inr"
"805",182.5,12.2943068,"Inr"
"806",183.5,11.8876486,"Inr"
"807",184.5,12.3226786,"Inr"
"808",185.5,12.9846792,"Inr"
"809",186.5,13.2967653,"Inr"
"810",187.5,13.1927376,"Inr"
"811",188.5,13.0414219,"Inr"
"812",189.5,12.7860785,"Inr"
"813",190.5,12.5212784,"Inr"
"814",191.5,12.7766218,"Inr"
"815",192.5,12.7577085,"Inr"
"816",193.5,12.8049936,"Inr"
"817",194.5,12.7293367,"Inr"
"818",195.5,12.3510494,"Inr"
"819",196.5,12.7577085,"Inr"
"820",197.5,12.7293367,"Inr"
"821",198.5,12.3794212,"Inr"
"822",199.5,12.2848492,"Inr"
"823",200.5,12.1335354,"Inr"
"824",201.5,12.5496502,"Inr"
"825",202.5,12.5874786,"Inr"
"826",203.5,12.5874786,"Inr"
"827",204.5,12.6725931,"Inr"
"828",205.5,12.8239079,"Inr"
"829",206.5,12.5212784,"Inr"
"830",207.5,12.6820507,"Inr"
"831",208.5,12.6725931,"Inr"
"832",209.5,12.7198782,"Inr"
"833",210.5,12.5496502,"Inr"
"834",211.5,12.360507,"Inr"
"835",212.5,12.04842,"Inr"
"836",213.5,12.4077921,"Inr"
"837",214.5,12.4645357,"Inr"
"838",215.5,12.4077921,"Inr"
"839",216.5,12.0105925,"Inr"
"840",217.5,12.0862494,"Inr"
"841",218.5,12.1146212,"Inr"
"842",219.5,12.1997347,"Inr"
"843",220.5,11.7363338,"Inr"
"844",221.5,11.8876486,"Inr"
"845",222.5,11.6795912,"Inr"
"846",223.5,12.1808205,"Inr"
"847",224.5,12.3794212,"Inr"
"848",225.5,12.1997347,"Inr"
"849",226.5,12.3699646,"Inr"
"850",227.5,12.4456215,"Inr"
"851",228.5,11.6417627,"Inr"
"852",229.5,11.8498211,"Inr"
"853",230.5,11.8592777,"Inr"
"854",231.5,12.3037634,"Inr"
"855",232.5,12.530735,"Inr"
"856",233.5,12.5496502,"Inr"
"857",234.5,12.2186499,"Inr"
"858",235.5,11.9538498,"Inr"
"859",236.5,12.3415928,"Inr"
"860",237.5,12.3699646,"Inr"
"861",238.5,12.530735,"Inr"
"862",239.5,12.4172497,"Inr"
"863",240.5,12.8239079,"Inr"
"864",241.5,12.6253071,"Inr"
"865",242.5,12.6915064,"Inr"
"866",243.5,12.4077921,"Inr"
"867",244.5,12.1240778,"Inr"
